Internal name	Serial	ROM size (MBit)	 Complement	CRC32	Memory type	RAM size (KBit) 
DETECTIVE CO	AGB-AC4J-JPN	64	83	5F9C7A4A	EEPROM_V122	64
DEBITIRUYAMI	AGB-AC5E-USA	64	44	1BAB58BD	SRAM_F_V103	256
DEBITIRUYAMI	AGB-AC5J-JPN	64	3F	E0E153B7	SRAM_F_V102	256
SPIRIT: DER	AGB-AC6D-NOE	32	B4	4785EEE0		
SPIRIT: STAL	AGB-AC6E-USA	32	7A	D5799CB9		
SPIRIT: L'ET	AGB-AC6F-NOE	32	A1	C8C76255		
SPIRIT: STAL	AGB-AC6P-EUR	32	6F	AEE21783		
CT SPECIAL F	AGB-AC7E-USA	32	A1	AEA22AE0		
CT SPECIAL F	AGB-AC7P-EUR	32	99	5BB0C481		
CRASH2	AGB-AC8E-USA	64	32	2E16184A	EEPROM_V122	4
CRASH2	AGB-AC8J-JPN	64	33	04FBA7CF	EEPROM_V124	4
CRASH2	AGB-AC8P-EUR	64	27	0F1D06A0	EEPROM_V122	4
CNBLOCKPARTY	AGB-AC9E-USA	32	47	EDC0CCEE		
GT ADVANCE C	AGB-ACAE-USA	64	C8	8C411ACC		
CARBATTLERJO	AGB-ACBE-USA	64	4B	EA0A1B94	EEPROM_V122	64
CARBATTLERGO	AGB-ACBJ-JPN	64	55	8C1906C0	EEPROM_V121	64
CRAZY CHASE	AGB-ACCE-USA	32	BB	CABA1DB9	EEPROM_V122	4
CRAZY CHASE	AGB-ACCP-EUR	32	B0	313F4FFC	EEPROM_V122	4
AGASSITENNIS	AGB-ACEE-USA	32	2F	8BA179B8		
AGASSI TENNI	AGB-ACEP-EUR	32	59	5C3C29BE		
CRUISN VELOC	AGB-ACFE-USA	32	5C	ADF14DB5		
COLUMNSCROWN	AGB-ACGE-USA	64	0A	6242FFB2	EEPROM_V122	4
COLUMNSCROWN	AGB-ACGJ-JPN	64	0A	A592F7DF	EEPROM_V122	4
COLUMNS CROW	AGB-ACGP-EUR	64	2D	330A0975	EEPROM_V122	4
CASTLEVANIA1	AGB-ACHE-USA	64	6F	88C1B562	SRAM_F_V102	256
CASTLEVANIA1	AGB-ACHJ-JPN	64	4D	52FD7A86	SRAM_F_V102	256
CASTLEVANIA1	AGB-ACHP-EUR	64	64	6EFB2B6E	SRAM_F_V102	256
WTATOUR	AGB-ACIJ-JPN	64	8F	8582EBFE	EEPROM_V122	4
CHOHMAKAI R	AGB-ACJJ-JPN	32	DA	82B51567	EEPROM_V122	4
BASEBALL2003	AGB-ACKE-USA	32	DB	9F36B4E5	EEPROM_V122	4
UKICANI	AGB-ACLJ-JPN	64	D2	B0A75590	SRAM_V112	256
MCRAE RALLY2	AGB-ACME-USA	32	98	A2E19014	EEPROM_V122	4
MCRAE RALLY2	AGB-ACMP-EUR	32	8D	5785BE5F	EEPROM_V122	4
MANGAKA	AGB-ACOJ-JPN	32	C2	61A602D7	EEPROM_V122	64
MANGAKA	AGB-ACOJ-JPN	32	C1	F0C22C62	EEPROM_V122	64
CAESARPALACE	AGB-ACPE-USA	64	67	5D54ECE5		
CRASH	AGB-ACQE-USA	64	4B	034D2D4B	EEPROM_V122	4
CRASH	AGB-ACQP-EUR	64	40	CCFD654F	EEPROM_V122	4
CHUCHUROCKET	AGB-ACRE-USA	32	21	057FB1B6	FLASH_V121	512
CHUCHUROCKET	AGB-ACRJ-JPN	32	21	2C8C1B5A	FLASH_V121	512
CHUCHU ROCKE	AGB-ACRP-EUR	32	70	8AB607C0	FLASH_V121	512
CASPER	AGB-ACSE-USA	32	EA	9F905E60		
CASPER	AGB-ACSP-EUR	32	DF	DDAF8BAC		
CREATURESAGB	AGB-ACTX-EUU	32	1A	68206301	EEPROM_V122	64
CREATURESAGB	AGB-ACTY-EUU	32	19	4F18F57E	EEPROM_V122	64
CRASH	AGB-ACUJ-JPN	64	48	C3A67F50	EEPROM_V122	4
ROBOPON2CROS	AGB-ACVE-USA	64	23	68D3023A	FLASH_V126	512
ROBOPON2CROS	AGB-ACVJ-JPN	32	3C	DCAF2FD6	FLASH_V126	512
CUBIX_GBA	AGB-ACXE-USA	64	0F	4171C811	EEPROM_V120	4
CHESSMASTER	AGB-ACYD-NOE	32	89	FFE786F6	EEPROM_V122	4
CHESSMASTER	AGB-ACYE-USA	32	88	25B0E933	EEPROM_V122	4
CHESSMASTER	AGB-ACYF-NOE	32	87	55EF8392	EEPROM_V122	4
CHESSMASTER	AGB-ACYP-EUR	32	7D	27E7FD09	EEPROM_V122	4
COMIX ZONE	AGB-ACZP-EUR	32	BF	9F30002F	EEPROM_V122	4
MR. DRILLER2	AGB-AD2J-JPN	32	9C	5264C730	SRAM_F_V100	256
MR. DRILLER2	AGB-AD2P-EUR	32	B6	C0E9EEBE	SRAM_F_V100	256
DINOTOPIA	AGB-AD3E-USA	64	24	131276AF	EEPROM_V122	4
DDEOTB	AGB-AD4E-USA	32	3A	91B16892	SRAM_F_V102	256
DUNGEONS AND	AGB-AD4P-EUR	32	8B	26351555	SRAM_F_V102	256
MR.DRILLER A	AGB-AD5J-JPN	64	8A	69F56BE2	SRAM_F_V102	256
DAVIS CUP	AGB-AD6E-USA	32	6D	82B4D89C	EEPROM_V122	4
DAVIS CUP	AGB-AD6P-EUR	32	62	4C7375F4	EEPROM_V122	4
DROOPYS TENN	AGB-AD7P-EUR	32	31	4F6DB8FC		
DUKE NUKEM A	AGB-AD9E-USA	64	BB	06570282	EEPROM_V120	4
DUKENUKEMUS	AGB-AD9P-EUR	64	89	DC7DAB56	EEPROM_V120	4
DARK ARENA	AGB-ADAE-USA	64	21	A7232428		
DENKIBLOCKS!	AGB-ADBE-USA	32	7F	E064107F	EEPROM_V122	4
DENKIBLOCKS!	AGB-ADBJ-JPN	64	64	2BB92A5B	EEPROM_V122	4
DENKIBLOCKS!	AGB-ADBP-EUR	32	72	6144EC15	EEPROM_V121	4
DiaDroid	AGB-ADDJ-JPN	64	C3	60CF4AD8	EEPROM_V122	64
DISNEYSEA	AGB-ADEJ-JPN	32	23	5781ACAF	SRAM_V112	256
SUPERDODGE	AGB-ADFE-USA	64	C8	E320A950	SRAM_V110	256
DODGEBALL F	AGB-ADFJ-JPN	32	D1	9030515D	SRAM_V110	256
SPUER DODGE	AGB-ADFP-EUR	32	BF	4CA4F528	SRAM_V110	256
DOTC	AGB-ADHE-USA	32	92	DE6698FE	EEPROM_V122	4
DOTC	AGB-ADHP-EUR	32	89	6968959A	EEPROM_V124	4
DESERTSTRIKE	AGB-ADIE-USA	32	36	CC1C1405		
DISNEY'S DON	AGB-ADKE-USA	64	90	936DAAB2		
DONALD DUCK	AGB-ADKP-EUR	64	D3	4C086A5E		
DLDEESASTER	AGB-ADLE-USA	32	89	E948D412	EEPROM_V122	4
DLDEESASTER	AGB-ADLP-EUR	32	7E	3E8012BF	EEPROM_V122	4
AGB-DOOM	AGB-ADME-USA	64	AD	618DCE25	EEPROM_V120	4
JP3 THE DNA	AGB-ADNE-USA	64	03	F93DCC2E	EEPROM_V121	4
JP3 THE DNA	AGB-ADNJ-JPN	64	FE	AB6786DD	EEPROM_V121	4
JP3 THE DNA	AGB-ADNP-EUR	64	F8	FE89C986	EEPROM_V121	4
DOMOKUN	AGB-ADOJ-JPN	64	B5	E743C611	SRAM_V112	256
DORA WALKER	AGB-ADPJ-JPN	64	AC	F4C9EB5E	EEPROM_V122	64
DOKAPON	AGB-ADQE-USA	64	A6	5617E407		
DOKAPON-Q	AGB-ADQJ-JPN	64	2A	45B3EDC4	SRAM_F_V102	256
DOKAPON	AGB-ADQP-EUR	64	BA	654DF50E	SRAM_F_V102	256
DORAEMON	AGB-ADRJ-JPN	64	61	95565762	SRAM_V110	256
DAISENRYAKU	AGB-ADSJ-JPN	64	6C	3D644946	FLASH_V126	512
DRIVER2ADV	AGB-ADUE-USA	64	F2	BBE2A163	EEPROM_V122	4
DRIVER2ADV	AGB-ADUP-EUR	64	A7	7914657E	EEPROM_V122	4
DRIVEN	AGB-ADVE-USA	32	E7	A4F49107	EEPROM_V120	4
DRIVEN AGB	AGB-ADVP-EUR	32	F2	95F2C572	EEPROM_V120	4
DOWNFORCEAGB	AGB-ADWE-USA	32	59	05CBCC73		
DEXTER CHESS	AGB-ADXE-USA	64	4B	AE61322E		
DEXTER CHESS	AGB-ADXP-EUR	64	40	F5436F5D		
DEPATIKA	AGB-ADYJ-JPN	32	D4	DE7B8DCD	EEPROM_V122	4
DBZCARDGAME1	AGB-ADZE-USA	64	81	35888438	SRAM_F_V102	256
MEGAMAN_EXE2	AGB-AE2E-USA	64	83	875AE53A	SRAM_V112	256
ROCKMAN_EXE2	AGB-AE2J-JPN	64	69	98E4F096	SRAM_V112	256
ROCKMAN_EXE2	AGB-AE2J-JPN	64	68	41576087	SRAM_V112	256
ED EDD EDDY	AGB-AE3E-USA	32	15	829D9500	EEPROM_V122	4
ED EDD EDDY	AGB-AE3E-USA	32	14	315A9114	EEPROM_V122	4
ED EDD EDDY	AGB-AE3P-EUR	32	0A	E7F6E42F	EEPROM_V122	4
FIREEMBLEME	AGB-AE7E-USA	128	D1	2A524221	SRAM_F_V102	256
FIREEMBLEM7	AGB-AE7J-JPN	128	DA	F0C10E72	SRAM_F_V102	256
FIREEMBLEMX	AGB-AE7X-EUU	128	AB	4A805ED1	SRAM_F_V102	256
FIREEMBLEMY	AGB-AE7Y-EUU	128	A9	9DECC754	SRAM_F_V102	256
SNAPKIDS	AGB-AEAJ-JPN	128	6D	41E35C6A		
OUKOKUGAISUT	AGB-AECJ-JPN	32	1D	C0F54C65	SRAM_F_V102	256
CARRERA POWE	AGB-AEDP-EUR	32	4E	E88A38F4	EEPROM_V122	4
BALLISTIC EC	AGB-AEEE-USA	64	80	0477F153		
ECKS VS SEV2	AGB-AEEP-EUR	64	85	83297D13		
EXTREME GHOS	AGB-AEGE-USA	32	49	E434FA06		
EXTREME GHOS	AGB-AEGP-EUR	32	3B	88CC876C		
PAZ TANTEI	AGB-AEHJ-JPN	64	E6	893551BB	EEPROM_V122	64
EWJ	AGB-AEJE-USA	64	DA	C4991D13		
ELEMIX!	AGB-AEKJ-JPN	32	D4	FA28BED8	EEPROM_V122	4
ESL_SOCCER	AGB-AELP-EUR	32	C6	748AD738		
EGGOMANIA	AGB-AEME-USA	32	34	1B3EB474		
EGGOMANIA	AGB-AEMJ-JPN	32	42	4BEAB3AC		
EGGOMANIA	AGB-AEMP-EUR	32	29	0B2961CE		
SERIOUS SAM	AGB-AENE-USA	64	8D	FDF4ECA7		
SERIOUS SAM	AGB-AENP-EUR	64	82	58199232		
SHEEP	AGB-AEPP-EUR	32	4E	47CCFA06	EEPROM_V122	64
DORA THE EXP	AGB-AERE-USA	32	7F	E30EC82E		
ECKS VSE SEV	AGB-AESE-USA	64	6F	86A861F1		
ECKS VSE SEV	AGB-AESP-EUR	64	64	AF726026		
ETTHEEXTRAT	AGB-AETE-USA	32	5F	8B082CCE		
ETTHEEXTRAT	AGB-AETP-EUR	32	54	10ECE4CB		
ALIENATORS	AGB-AEVE-USA	32	D7	A63C8512		
UI IRE	AGB-AEWJ-JPN	64	FA	83BA5BE2	EEPROM_V122	64
KING OF FIGH	AGB-AEXE-USA	64	AC	9E8BAA87	EEPROM_V122	4
KOFEX2HOWLIN	AGB-AEXE-USA	64	27	15F8F9D5	EEPROM_V122	4
KOFEX2HOWLIN	AGB-AEXJ-JPN	64	21	41CF3DE5	EEPROM_V122	4
KIM POSSIBLE	AGB-AEYE-USA	64	46	B9565EEE		
KIM POSSIBLE	AGB-AEYP-EUR	64	3B	92695095		
ALICE	AGB-AF4J-JPN	32	5C	2CDA40E1	EEPROM_V122	4
SHININGFORCE	AGB-AF5E-USA	64	4A	563AA3A0	SRAM_V113	256
SHININGFORCE	AGB-AF5J-JPN	64	44	4A643CC4	SRAM_V113	256
SHININGFORCE	AGB-AF5P-EUR	128	3E	07B06994	SRAM_V113	256
FAIRLYODDAGB	AGB-AF6E-USA	32	78	9BF9CA2F		
HANAYANINARO	AGB-AF7J-JPN	32	42	6EEA16BD	EEPROM_V122	64
F1 2002	AGB-AF8E-USA	32	90	7DD20F33	EEPROM_V122	4
F1 2002	AGB-AF8X-EUU	32	7A	AAC551FD	EEPROM_V122	4
FO9DG01A	AGB-AF9J-JPN	64	D7	4FD9C349	SRAM_V112	256
FUSHIGIANGE	AGB-AFAJ-JPN	32	9A	803FC474	SRAM_V110	256
FG2 THE LOST	AGB-AFBE-USA	64	AC	27B95C01	EEPROM_V122	4
FG2 THE LOST	AGB-AFBJ-JPN	64	A7	B1EF7532	EEPROM_V122	4
FG2 THE LOST	AGB-AFBP-EUR	64	A1	8ACD3AFC	EEPROM_V122	4
ROCK&FORTE	AGB-AFCJ-JPN	64	00	89892E84	EEPROM_V122	64
FIREEMBLEM6	AGB-AFEJ-JPN	64	CC	D38763E1		
FINAL FIGHT	AGB-AFFE-USA	32	DB	052C9997	EEPROM_V121	4
FINAL FIGHT	AGB-AFFJ-JPN	32	D6	C9E5E223	EEPROM_V120	4
FINAL FIGHT	AGB-AFFP-EUR	32	D0	9DD5E6FA	EEPROM_V121	4
AMERICANTAIL	AGB-AFGE-USA	32	45	2A882EA6		
AMERICANTAIL	AGB-AFGP-EUR	32	3A	C8EA6D9E		
HYDRA	AGB-AFHE-USA	32	41	5AEEA1DE		
HYDRA	AGB-AFHP-EUR	32	2E	277D2C89		
FIFA	AGB-AFJE-USA	32	B6	81F58837	EEPROM_V122	4
FILA DECATHL	AGB-AFLP-EUR	32	8E	628355B5	EEPROM_V122	4
F-SOCCER2002	AGB-AFMJ-JPN	64	AC	A3B207C4	SRAM_V112	256
FASHION	AGB-AFNJ-JPN	64	9C	DA6555D8	EEPROM_V122	64
FORTRESS	AGB-AFOE-USA	32	42	BEE67855		
FORTRESS	AGB-AFOP-EUR	32	37	366FFFEA		
FP US	AGB-AFPE-USA	64	55	12AA524C	FLASH_V123	512
FPA	AGB-AFPJ-JPN	64	C8	0BB47E83	FLASH_V121	512
FROGQST	AGB-AFQE-USA	64	99	E7C8352A		
FROGQST	AGB-AFQP-EUR	64	8E	8873BD29		
FROG: TEMPLE	AGB-AFRE-USA	32	6F	2EB9EEE6	EEPROM_V121	4
FROG: TEMPLE	AGB-AFRP-EUR	32	64	9F8D58AA	EEPROM_V121	4
FSTONES BTIB	AGB-AFSE-USA	32	40	3B09694B		
FSTONES BTIB	AGB-AFSP-EUR	32	35	39782C26		
F14-TOMCAT	AGB-AFTE-USA	32	15	1428FE1C		
YOUKAIDOU	AGB-AFUJ-JPN	64	DE	50547F97	EEPROM_V122	64
FAIRLYODDPAR	AGB-AFVE-USA	32	3F	B0533F41		
FINAL FP	AGB-AFWJ-JPN	128	78	A0093822	FLASH_V126	512
FFTA_USVER.	AGB-AFXE-USA	128	89	5645E56C	FLASH512_V130	512
FFT_ADVANCE	AGB-AFXJ-JPN	128	81	A57B0034	FLASH512_V130	512
FFTA_INTER.	AGB-AFXP-EUR	128	91	BA5DE047	FLASH512_V130	512
FP2 NA	AGB-AFYE-USA	64	33	B9CFC1D3	FLASH_V126	512
F-ZERO ADVAN	AGB-AFZC-CHN	32	59	0E5C38B7	SRAM_V110	256
F-ZERO ADVAN	AGB-AFZE-USA	32	8D	BD5E9798	SRAM_V111	256
F-ZERO ADVAN	AGB-AFZJ-JPN	32	88	25E3FC9A	SRAM_V110	256
KIJUTSU	AGB-AG2J-JPN	64	A9	906C73AD	SRAM_V112	256
GODZILLADOMI	AGB-AG4E-USA	32	6A	EADE083F		
GODZILLA KDA	AGB-AG4J-JPN	32	9E	3157A4FC		
GODZILLADOMI	AGB-AG4P-EUR	32	5F	6FFFEBB1		
SUPER GHOULS	AGB-AG5E-USA	32	66	1EF2ACF3	EEPROM_V122	4
MUGENBORG	AGB-AG6J-JPN	64	2E	1C31BBEC	SRAM_F_V102	256
ADVANCE GTA	AGB-AG7J-JPN	64	CC	FDC82E98	SRAM_V110	256
GALIDOR	AGB-AG8E-USA	32	DB	4D8F49F9	EEPROM_V122	4
GREATESTNINE	AGB-AG9J-JPN	64	35	379E64D7	SRAM_F_V102	256
GRADIUSGALAX	AGB-AGAE-USA	32	52	8103428D	EEPROM_V122	4
GRADIUSGENER	AGB-AGAJ-JPN	32	49	6C20EA42	EEPROM_V122	4
GRADIUSADVAN	AGB-AGAP-EUR	32	4A	574E71D0	EEPROM_V122	4
GETBACKERS	AGB-AGBJ-JPN	32	ED	C0A0A979	FLASH_V120	512
AV 7111	AGB-AGBJ-JPN	1	3B	A1B64F16		
GULROZCHANGP	AGB-AGCJ-JPN	32	1B	7CFE5AD7	FLASH_V126	512
LUFIA	AGB-AGDE-USA	64	48	DE5FFCBC	SRAM_F_V102	256
CHINMOKU-EST	AGB-AGDJ-JPN	64	51	F8208B23	SRAM_F_V102	256
GEKIDO	AGB-AGEE-USA	64	2A	6BBC5F4D		
GEKIDO	AGB-AGEP-EUR	64	00	2FB5B819		
GOLDEN_SUN_B	AGB-AGFD-NOE	128	2F	D981D889	FLASH_V123	512
GOLDEN_SUN_B	AGB-AGFE-USA	128	2E	671EE52A	FLASH_V123	512
GOLDEN_SUN_B	AGB-AGFF-NOE	128	2D	1090BD33	FLASH_V123	512
GOLDEN_SUN_B	AGB-AGFI-ITA	128	2A	A3E49743	FLASH_V123	512
OUGONTAIYO_B	AGB-AGFJ-JPN	128	29	D452908B	FLASH_V123	512
GOLDEN_SUN_B	AGB-AGFS-SPA	128	20	EE38BA94	FLASH_V123	512
GREMLINS STR	AGB-AGGE-USA	32	38	5E72899A		
GREMLINS	AGB-AGGP-EUR	32	43	88372AEC		
GREMLINS STR	AGB-AGGP-EUR	32	2A	B6225186		
MEDAROTGKBT	AGB-AGHJ-JPN	64	85	B107C73D	EEPROM_V122	64
MEDAROTGKWG	AGB-AGIJ-JPN	64	7C	53CF31CB	EEPROM_V122	64
GENSOU-CARD1	AGB-AGKJ-JPN	32	59	5E67AAB4		
TOMATO_ADV	AGB-AGLJ-JPN	64	C4	E37CA939	EEPROM_V122	64
GOLFMASTER M	AGB-AGMJ-JPN	64	5C	B863DAE1	FLASH_V124	512
GOEMONNEW	AGB-AGNJ-JPN	64	F0	AA6AC385	EEPROM_V121	64
KUROHIGEGOLF	AGB-AGOJ-JPN	64	25	ABFD7AC7	SRAM_V112	256
GET PHAT!	AGB-AGPE-USA	64	5D	AC1A8AF7		
GOGOBECKHAM!	AGB-AGQP-EUR	32	72	2DCD2B4E	EEPROM_V122	4
ESPN GOLF	AGB-AGRE-USA	64	3F	C9BC75A5	FLASH_V124	512
GOLFMASTER	AGB-AGRJ-JPN	64	C4	0BA5809F	FLASH_V121	512
ESPN GOLF	AGB-AGRP-EUR	64	34	BB999B45	FLASH_V124	512
GOLDEN_SUN_A	AGB-AGSD-NOE	64	23	1053DCE4	FLASH_V123	512
Golden_Sun_A	AGB-AGSE-USA	64	42	E1FB68E8	FLASH_V123	512
GOLDEN_SUN_A	AGB-AGSF-NOE	64	21	F6521161	FLASH_V123	512
GOLDEN_SUN_A	AGB-AGSI-ITA	64	1E	F3128812	FLASH_V123	512
OugonTaiyo_A	AGB-AGSJ-JPN	64	1D	FB96D9DE	FLASH_V123	512
GOLDEN_SUN_A	AGB-AGSS-ESP	64	14	C63008D6	FLASH_V123	512
GT-CHAMP	AGB-AGTJ-JPN	32	90	D320A965	FLASH_V121	512
HE-MAN POWER	AGB-AGUE-USA	64	63	75491E30		
GHOSTTRAP	AGB-AGVJ-JPN	64	F3	81EA54E2	EEPROM_V122	4
GT ADVANCE 2	AGB-AGWE-USA	64	BF	F335DB88	EEPROM_V122	4
GT ADVANCE 2	AGB-AGWP-EUR	64	B4	73411578	EEPROM_V122	4
GGXAE	AGB-AGXE-USA	64	38	70DB3F96	FLASH_V124	512
GGXAE	AGB-AGXJ-JPN	64	33	160903EE	FLASH_V124	512
GGXAE	AGB-AGXP-EUR	64	2D	BA95861D	FLASH_V124	512
GALAXY ANGEL	AGB-AGZJ-JPN	128	51	B99E2333	EEPROM_V122	4
MH PRO2 AGB	AGB-AH2E-USA	64	28	E7FA71C6	EEPROM_V122	4
HAMUTARO3	AGB-AH3E-USA	64	5B	CD48B673	SRAM_F_V103	256
HAMUTARO3	AGB-AH3J-JPN	64	56	C2945D42	SRAM_F_V102	256
HAMUTARO3	AGB-AH3P-EUR	128	50	ECBD80EA	SRAM_F_V103	256
SHREK HATC	AGB-AH4E-USA	32	09	09E7472C	EEPROM_V122	4
SHREK HATC	AGB-AH4P-EUR	32	FE	CD8E4F85	EEPROM_V122	4
BEASTSHOOTER	AGB-AH5J-JPN	32	41	A13760BC	SRAM_F_V102	256
HCPINBALL	AGB-AH6E-USA	32	3E	5466C757	EEPROM_V122	4
HAMSTER	AGB-AH7J-JPN	32	A5	74930B16	EEPROM_V122	64
HOT WHEELS V	AGB-AH8E-USA	64	93	9592F553		
HOT WHEELS V	AGB-AH8P-EUR	64	88	A7DDBCA3		
HOBBIT US	AGB-AH9E-USA	64	4F	D3F654B3	EEPROM_V122	4
HOBBIT NO BO	AGB-AH9J-JPN	128	AA	61A11926	EEPROM_V124	4
HOBBIT EU	AGB-AH9P-EUR	64	52	EACDFE0F	EEPROM_V122	4
HAMUPARAAGB	AGB-AHAJ-JPN	64	9D	902BEFB0	EEPROM_V122	64
HAMSTAR2	AGB-AHBJ-JPN	64	77	617724C5	SRAM_V110	256
MINIMONI	AGB-AHCJ-JPN	64	63	492CF823	SRAM_V112	256
BAYBLADE_1	AGB-AHEJ-JPN	32	0C	7F2E0320	SRAM_V112	256
HH MLB 2003	AGB-AHHE-USA	32	4E	8222FCB7	EEPROM_V122	64
SHEEP	AGB-AHIJ-JPN	64	58	053F15B1	EEPROM_V122	64
EVILMIRROR	AGB-AHJE-USA	32	A7	ED5CA311	EEPROM_V124	4
EVILMIRROR	AGB-AHJP-EUR	32	93	9E9D5AD7	EEPROM_V122	4
HIKARUNOGO	AGB-AHKJ-JPN	64	C7	5A6C7537	SRAM_F_V102	256
HIKARUNOGO	AGB-AHKJ-JPN	64	C6	53116FD7	SRAM_F_V102	256
HULKV1	AGB-AHLE-USA	64	01	0B978DFA	EEPROM_V122	4
HULKV1	AGB-AHLP-EUR	64	F6	7E00422C	EEPROM_V122	4
DMJ	AGB-AHMJ-JPN	32	E3	A913E369	EEPROM_V122	4
SPY HUNTER	AGB-AHNE-USA	64	CA	B04892C9	EEPROM_V122	4
SPY HUNTER	AGB-AHNP-EUR	64	BF	4F196612	EEPROM_V122	4
MH PRO BMX	AGB-AHOE-USA	32	20	A333FA51	EEPROM_V122	4
MH PRO BMX	AGB-AHOX-EUU	32	0D	78D22AE9	EEPROM_V122	4
HOT POTATO	AGB-AHPE-USA	32	CF	5ACB7A95	EEPROM_V120	4
HOT POTATO	AGB-AHPP-EUR	32	C4	99175C62	EEPROM_V120	4
HOT POTATO	AGB-AHPX-EUU	32	BC	2EB72B95	EEPROM_V120	4
HAROBOTSADVN	AGB-AHQJ-JPN	32	12	F54976C8	SRAM_V112	256
HARRY POTTER	AGB-AHRE-USA	64	3E	F755065C	EEPROM_V122	4
HARRY POTTER	AGB-AHRJ-JPN	64	44	A069750D	EEPROM_V122	4
HATENASATENA	AGB-AHSJ-JPN	32	55	6139E34D	SRAM_V110	256
SHINING SOUL	AGB-AHUE-USA	64	34	E95BBA0C	FLASH512_V131	512
SHINING SOUL	AGB-AHUJ-JPN	64	2E	521450D1	FLASH_V126	512
SHINING SOUL	AGB-AHUP-EUR	64	28	74B5D069	FLASH512_V130	512
HOBOSAN	AGB-AHVJ-JPN	32	9C	1276A95C	EEPROM_V122	64
HOTWHEELS BR	AGB-AHWE-USA	64	56	37DCBB0D	EEPROM_V121	4
HOTWHEELS BR	AGB-AHWJ-JPN	64	36	B0EEF4DD	EEPROM_V121	4
BURNIN RUBBE	AGB-AHWP-EUR	64	54	4764D029	EEPROM_V121	4
HH MLB 2003	AGB-AHXJ-JPN	32	3E	0D9043A4	EEPROM_V122	64
HIGANBANA	AGB-AHZJ-JPN	64	2E	C23AC287	EEPROM_V122	64
IRIDIONII	AGB-AI2E-USA	64	34	1A992D7C		
IRIDIONII	AGB-AI2P-EUR	64	2A	437519A2		
IRIDION3D	AGB-AI3E-USA	32	4E	34189E74		
KAWAII DOG	AGB-AI7J-JPN	32	08	954DA3E6	EEPROM_V122	64
BARBIE	AGB-AI8E-USA	32	2A	BA184025		
BARBIE	AGB-AI8P-EUR	32	1F	7C6D9EF3		
INUKKO-CLUB	AGB-AI9J-JPN	64	A1	D473B3C1	SRAM_V112	256
ICEAGE	AGB-AIAE-USA	32	3E	3FC99714		
ICEAGE	AGB-AIAJ-JPN	32	24	6D457F4C		
ICE AGE	AGB-AIAP-EUR	32	13	10179D72		
GURANBO	AGB-AIBJ-JPN	64	C5	CDD2E273	SRAM_V112	256
O_INKOCLUB	AGB-AICJ-JPN	64	BE	DF6901F0	FLASH_V126	512
SPACE INVADE	AGB-AIDE-USA	32	94	5EA3F3B5	EEPROM_V120	4
SPACE INVADE	AGB-AIDF-FRA	32	96	59372656	EEPROM_V120	4
SPACE INV EX	AGB-AIDJ-JPN	32	90	1474AFCA	EEPROM_V122	4
OneEight	AGB-AIEJ-JPN	32	AF	9B9B0CCB	SRAM_V112	256
TOM AND JERR	AGB-AIFE-USA	32	85	11156D88		
TOM AND JERR	AGB-AIFP-EUR	64	96	2DB83271		
INSPECTOR GA	AGB-AIGE-USA	32	51	EF131209		
INSPECTOR GA	AGB-AIGP-EUR	32	42	520C4C6A		
MIMPOSSIBLE	AGB-AIHE-USA	32	8F	F3DC4E3E	EEPROM_V122	4
MISSION IMPO	AGB-AIHP-EUR	32	51	67C07A24	EEPROM_V122	4
IK ADVANCED	AGB-AIKP-EUR	32	BF	D33A14AF		
AGGRESSIVE I	AGB-AILE-USA	64	77	3A44FCD5		
AGGRESSIVE I	AGB-AILP-EUR	64	6C	A2F6BCDE		
INIDAS	AGB-AINJ-JPN	64	EF	23110A94	SRAM_V112	256
THE INVINCIB	AGB-AIOE-USA	32	79	2EA15230	EEPROM_V120	4
SILENT SCOPE	AGB-AIPE-USA	64	54	8CE53B58	EEPROM_V122	4
SILENT SCOPE	AGB-AIPJ-JPN	64	32	8AB024E0		
SILENT SCOPE	AGB-AIPP-EUR	64	49	F03728F3	EEPROM_V122	4
INSPECTOR GA	AGB-AIRP-EUR	32	37	B0D1C070		
I.S.S. AGB	AGB-AISP-EUR	64	0C	B7374BA2	EEPROM_V120	64
INVADER	AGB-AIVP-EUR	64	90	A94D6058		
INUYASYANARA	AGB-AIYJ-JPN	64	10	8FCDF69C	SRAM_V112	256
JPOCKET2	AGB-AJ2J-JPN	64	78	DC7D2E4A	SRAM_V112	256
JP3PARKBUILD	AGB-AJ3E-USA	32	6E	EDDDCF19	SRAM_F_V102	256
JP3KYORYUNIA	AGB-AJ3J-JPN	32	3C	F2BF8990	SRAM_F_V102	256
JP3PARKBUILD	AGB-AJ3P-EUR	32	63	51061EFF	SRAM_F_V102	256
EARTHWORM J2	AGB-AJ4E-USA	64	7C	7496555C		
EARTHWORM JI	AGB-AJ4P-EUR	64	5B	D211E8DA		
ALADDIN	AGB-AJ6J-JPN	32	F1	9005E205	EEPROM_V122	4
JURASSICTOUR	AGB-AJ8J-JPN	64	16	882B6B34	EEPROM_V122	4
SRWR	AGB-AJ9J-JPN	64	78	717E2A37	FLASH_V126	512
MONSTER JAM	AGB-AJAE-USA	64	BB	43D9B9F1	SRAM_V112	256
MONSTER JAM	AGB-AJAP-EUR	64	B0	C3AD7701	SRAM_V112	256
JACKIECHANDH	AGB-AJCE-USA	32	8A	79546F6A	EEPROM_V120	4
