Internal name	Serial	ROM size (MBit)	 Complement	CRC32	Memory type	RAM size (KBit) 
BOKTAI2	AGB-U32P-EUR	128	E6	748189B5	EEPROM_V124	64
BOKTAI3	AGB-U33J-JPN	128	EA	AF453162	EEPROM_V124	64
BOKTAI	AGB-U3IE-USA	128	0C	400B3F14	EEPROM_V122	64
BOKUTAI	AGB-U3IJ-JPN	128	9E	C76F8BA8	EEPROM_V122	64
BOKTAI	AGB-U3IP-EUR	128	01	D65385CC	EEPROM_V122	64
DRILL DOZER	AGB-V49E-USA	64	CD	E60EC183	SRAM_V113	256
SCREWBREAKER	AGB-V49J-JPN	64	63	B17532EE	SRAM_V113	256
PLAYAN	AGB-ZMAJ-JPN	32	F9	BA997CFA	SRAM_V113	256
PLAYYANMICRO	AGB-ZMBJ-JPN	32	25	E24F6A15	SRAM_V113	256
MP3PLAYER	AGB-ZMDE-USA	32	23	867BEC76		
PLUSTER RACE	AGP-A2PJ-JAP	64	62	7739A72E	SRAM_V112	256
SIMPSONSRAGE	AGP-A4AE-USA	64	4C	409E8252		
189ROM	AGP-A8TJ-JAP	64	73	9A7C5898	FLASH512_V130	512
DEBITIRUPUZL	AGP-A8ZJ-JAP	32	0A	A0E3ED91	EEPROM_V122	64
ZERO ONE	AGP-AF3J-JAP	128	78	84A4C1B4	EEPROM_V122	64
JETGRNDRADIO	AGP-AJRE-USA	64	43	AE4142B5	EEPROM_V122	4
DBZLGCYGOKU2	AGP-ALFE-USA	64	5B	A6C0536F	EEPROM_V122	64
DS_MOTOCROSS	AGP-AOME-USA	128	FB	330E14D4	EEPROM_V122	4
DISNEY PRINC	AGP-AQPD-NOE	64	54	E21B4285		
SHANGHAI ADV	AGP-ASVJ-JPN	32	5B	9AEEA9B7	EEPROM_V122	4
STUNTMAN	AGP-AUXE-USA	32	3D	0D58BA07	EEPROM_V122	4
BUFFY	AGP-AVYE-USA	32	31	96716528	EEPROM_V122	4
X2 WOLVERINE	AGP-AWVF-NOE	64	51	82373B44	EEPROM_V122	4
CROKET!2	AGP-BK2J-JPN	128	B8	8D5E08D5	SRAM_F_V103	256
KAWAIIKOGATA	AGP-BKIJ-JAP	32	36	3C83C18E	EEPROM_V122	64
